,Performer,IAFD Link,Career scene #
1878,Li Golden,"<a href=""https://www.iafd.com/person.rme/id=cf5bbe8f-4d48-4cc4-bd87-a27faaceaf2e"" target=""_blank"">https://www.iafd.com/person.rme/id=cf5bbe8f-4d48-4cc4-bd87-a27faaceaf2e</a>",4
1879,Lil Bit,"<a href=""https://www.iafd.com/person.rme/id=64fc8f1b-b88a-444b-832f-d3fc1dbf2033"" target=""_blank"">https://www.iafd.com/person.rme/id=64fc8f1b-b88a-444b-832f-d3fc1dbf2033</a>",1
1880,Lipz A-Horror,"<a href=""https://www.iafd.com/person.rme/id=d6f1a2ca-ebbb-4302-ad52-98182ed2c616"" target=""_blank"">https://www.iafd.com/person.rme/id=d6f1a2ca-ebbb-4302-ad52-98182ed2c616</a>",1
1881,Little Bambi,"<a href=""https://www.iafd.com/person.rme/id=9e03d38e-db62-4126-895d-487588f52e3a"" target=""_blank"">https://www.iafd.com/person.rme/id=9e03d38e-db62-4126-895d-487588f52e3a</a>",2
1882,Little Bambi,"<a href=""https://www.iafd.com/person.rme/id=9e03d38e-db62-4126-895d-487588f52e3a"" target=""_blank"">https://www.iafd.com/person.rme/id=9e03d38e-db62-4126-895d-487588f52e3a</a>",2
1883,Lola Bricks,"<a href=""https://www.iafd.com/person.rme/id=b61f50a6-48c2-4e29-b5d9-22b9c1c2cccc"" target=""_blank"">https://www.iafd.com/person.rme/id=b61f50a6-48c2-4e29-b5d9-22b9c1c2cccc</a>",1
1884,Lola Monroe,"<a href=""https://www.iafd.com/person.rme/id=6f5cb2ae-8f43-481d-a9f9-6c928fe37448"" target=""_blank"">https://www.iafd.com/person.rme/id=6f5cb2ae-8f43-481d-a9f9-6c928fe37448</a>",1
1885,Lolipop Hunter,"<a href=""https://www.iafd.com/person.rme/id=aee42009-8bc5-440b-9db0-02db91f98552"" target=""_blank"">https://www.iafd.com/person.rme/id=aee42009-8bc5-440b-9db0-02db91f98552</a>",1
1886,London,"<a href=""https://www.iafd.com/person.rme/id=2cc5eb77-d12c-4290-bb01-7df4517eaa39"" target=""_blank"">https://www.iafd.com/person.rme/id=2cc5eb77-d12c-4290-bb01-7df4517eaa39</a>",1
1887,London Blaq,"<a href=""https://www.iafd.com/person.rme/id=83a45717-9365-4683-b301-256ff381f646"" target=""_blank"">https://www.iafd.com/person.rme/id=83a45717-9365-4683-b301-256ff381f646</a>",2
1888,London Blaq,"<a href=""https://www.iafd.com/person.rme/id=83a45717-9365-4683-b301-256ff381f646"" target=""_blank"">https://www.iafd.com/person.rme/id=83a45717-9365-4683-b301-256ff381f646</a>",2
1889,London Storm,"<a href=""https://www.iafd.com/person.rme/id=5a53d3ea-5fca-4db0-95ac-ba94ebcbd858"" target=""_blank"">https://www.iafd.com/person.rme/id=5a53d3ea-5fca-4db0-95ac-ba94ebcbd858</a>",3
1890,Lux,"<a href=""https://www.iafd.com/person.rme/id=efd5ac8d-1098-40e4-a8ca-e3593a95033b"" target=""_blank"">https://www.iafd.com/person.rme/id=efd5ac8d-1098-40e4-a8ca-e3593a95033b</a>",1
1891,Lyric,"<a href=""https://www.iafd.com/person.rme/id=45a4e621-eb7a-46ba-9c50-81556b502613"" target=""_blank"">https://www.iafd.com/person.rme/id=45a4e621-eb7a-46ba-9c50-81556b502613</a>",1
1892,Madison Monroe,"<a href=""https://www.iafd.com/person.rme/id=9f18d671-692d-49ff-8af5-f817c72ec06e"" target=""_blank"">https://www.iafd.com/person.rme/id=9f18d671-692d-49ff-8af5-f817c72ec06e</a>",1
1893,Madission,"<a href=""https://www.iafd.com/person.rme/id=a7c31d95-e888-487a-9659-0dbd35665758"" target=""_blank"">https://www.iafd.com/person.rme/id=a7c31d95-e888-487a-9659-0dbd35665758</a>",1
1894,Mahlia,"<a href=""https://www.iafd.com/person.rme/id=be0097c7-89aa-4d0c-bd9c-a920836f0b95"" target=""_blank"">https://www.iafd.com/person.rme/id=be0097c7-89aa-4d0c-bd9c-a920836f0b95</a>",1
1895,Mahogany,"<a href=""https://www.iafd.com/person.rme/id=b09f7a70-6b71-4adc-bd8c-764f27908ffe"" target=""_blank"">https://www.iafd.com/person.rme/id=b09f7a70-6b71-4adc-bd8c-764f27908ffe</a>",1
1896,Mamba,"<a href=""https://www.iafd.com/person.rme/id=e30656e5-23f3-4923-9ad5-fe66165d5926"" target=""_blank"">https://www.iafd.com/person.rme/id=e30656e5-23f3-4923-9ad5-fe66165d5926</a>",1
1897,Mariah,"<a href=""https://www.iafd.com/person.rme/id=45419399-a02e-4c37-9077-182d85d40995"" target=""_blank"">https://www.iafd.com/person.rme/id=45419399-a02e-4c37-9077-182d85d40995</a>",1
1898,Mariah Strawberry,"<a href=""https://www.iafd.com/person.rme/id=7109a37f-7a2e-4616-9c27-2218c477e400"" target=""_blank"">https://www.iafd.com/person.rme/id=7109a37f-7a2e-4616-9c27-2218c477e400</a>",3
1899,Marie Chantilly,"<a href=""https://www.iafd.com/person.rme/id=d8b8bf32-611a-4284-ab11-29cc1462d745"" target=""_blank"">https://www.iafd.com/person.rme/id=d8b8bf32-611a-4284-ab11-29cc1462d745</a>",2
1900,Marie Chantilly,"<a href=""https://www.iafd.com/person.rme/id=d8b8bf32-611a-4284-ab11-29cc1462d745"" target=""_blank"">https://www.iafd.com/person.rme/id=d8b8bf32-611a-4284-ab11-29cc1462d745</a>",2
1901,Marley XXX,"<a href=""https://www.iafd.com/person.rme/id=4798725f-4c8c-4db1-b984-0a84f8d0a98c"" target=""_blank"">https://www.iafd.com/person.rme/id=4798725f-4c8c-4db1-b984-0a84f8d0a98c</a>",120
1902,Maryjane,"<a href=""https://www.iafd.com/person.rme/id=2c1629a1-336e-4dfe-acad-a9b29f9c1586"" target=""_blank"">https://www.iafd.com/person.rme/id=2c1629a1-336e-4dfe-acad-a9b29f9c1586</a>",1
1903,Maxine,"<a href=""https://www.iafd.com/person.rme/id=66faac54-08ac-44f1-86ae-1822d5416695"" target=""_blank"">https://www.iafd.com/person.rme/id=66faac54-08ac-44f1-86ae-1822d5416695</a>",1
1904,Mecca Licks,"<a href=""https://www.iafd.com/person.rme/id=5b2fb093-8144-4ae6-8f01-4132707352a8"" target=""_blank"">https://www.iafd.com/person.rme/id=5b2fb093-8144-4ae6-8f01-4132707352a8</a>",10
1905,Mecca Licks,"<a href=""https://www.iafd.com/person.rme/id=5b2fb093-8144-4ae6-8f01-4132707352a8"" target=""_blank"">https://www.iafd.com/person.rme/id=5b2fb093-8144-4ae6-8f01-4132707352a8</a>",10
1906,Melodee Bliss,"<a href=""https://www.iafd.com/person.rme/id=e78874f9-9572-413c-aa9e-c7885225cf37"" target=""_blank"">https://www.iafd.com/person.rme/id=e78874f9-9572-413c-aa9e-c7885225cf37</a>",45
1907,Mercedes,"<a href=""https://www.iafd.com/person.rme/id=2cee8928-46dc-4391-be42-ca16440f5a91"" target=""_blank"">https://www.iafd.com/person.rme/id=2cee8928-46dc-4391-be42-ca16440f5a91</a>",1
1908,Miami,"<a href=""https://www.iafd.com/person.rme/id=a5e71ab4-96d2-486a-b277-60e694bcb194"" target=""_blank"">https://www.iafd.com/person.rme/id=a5e71ab4-96d2-486a-b277-60e694bcb194</a>",1
1909,Michelle Malone,"<a href=""https://www.iafd.com/person.rme/id=95629db7-fe62-42ed-ac3a-ad8c4f921b6d"" target=""_blank"">https://www.iafd.com/person.rme/id=95629db7-fe62-42ed-ac3a-ad8c4f921b6d</a>",31
1910,Mint,"<a href=""https://www.iafd.com/person.rme/id=ab8ebb7f-c3f9-4ce6-94e2-91fdd38508f5"" target=""_blank"">https://www.iafd.com/person.rme/id=ab8ebb7f-c3f9-4ce6-94e2-91fdd38508f5</a>",1
1911,Miss Breeze,"<a href=""https://www.iafd.com/person.rme/id=5bec5d5c-8e99-44bf-b950-0eeae5b0a5e9"" target=""_blank"">https://www.iafd.com/person.rme/id=5bec5d5c-8e99-44bf-b950-0eeae5b0a5e9</a>",1
1912,Miss Brown,"<a href=""https://www.iafd.com/person.rme/id=dee315c1-4e7b-4c06-bda1-7c98504062aa"" target=""_blank"">https://www.iafd.com/person.rme/id=dee315c1-4e7b-4c06-bda1-7c98504062aa</a>",1
1913,Ms. Simone,"<a href=""https://www.iafd.com/person.rme/id=00526a36-c5b9-4d45-8ebf-48de7fec3b9b"" target=""_blank"">https://www.iafd.com/person.rme/id=00526a36-c5b9-4d45-8ebf-48de7fec3b9b</a>",46
1914,Mizz Bidness,"<a href=""https://www.iafd.com/person.rme/id=81d9e811-582c-4001-b34e-2f8b821c6c72"" target=""_blank"">https://www.iafd.com/person.rme/id=81d9e811-582c-4001-b34e-2f8b821c6c72</a>",1
1915,Mocha,"<a href=""https://www.iafd.com/person.rme/id=666deab2-2d1e-47af-8082-6e3175125ce4"" target=""_blank"">https://www.iafd.com/person.rme/id=666deab2-2d1e-47af-8082-6e3175125ce4</a>",1
1916,Mocha Sinn,"<a href=""https://www.iafd.com/person.rme/id=54f3e841-03c1-4293-9144-5c06819cbc73"" target=""_blank"">https://www.iafd.com/person.rme/id=54f3e841-03c1-4293-9144-5c06819cbc73</a>",1
1917,Mochalicious,"<a href=""https://www.iafd.com/person.rme/id=f641caac-8583-4d89-b758-40dfd7cfa7aa"" target=""_blank"">https://www.iafd.com/person.rme/id=f641caac-8583-4d89-b758-40dfd7cfa7aa</a>",1
1918,Moesha,"<a href=""https://www.iafd.com/person.rme/id=414281fa-127a-4488-a96e-20cf23718bd7"" target=""_blank"">https://www.iafd.com/person.rme/id=414281fa-127a-4488-a96e-20cf23718bd7</a>",3
1919,Moesha,"<a href=""https://www.iafd.com/person.rme/id=414281fa-127a-4488-a96e-20cf23718bd7"" target=""_blank"">https://www.iafd.com/person.rme/id=414281fa-127a-4488-a96e-20cf23718bd7</a>",3
1920,Moesha,"<a href=""https://www.iafd.com/person.rme/id=414281fa-127a-4488-a96e-20cf23718bd7"" target=""_blank"">https://www.iafd.com/person.rme/id=414281fa-127a-4488-a96e-20cf23718bd7</a>",3
1921,Moet,"<a href=""https://www.iafd.com/person.rme/id=389861de-ed76-40eb-a9e1-e37d71b13056"" target=""_blank"">https://www.iafd.com/person.rme/id=389861de-ed76-40eb-a9e1-e37d71b13056</a>",2
1922,Moet,"<a href=""https://www.iafd.com/person.rme/id=389861de-ed76-40eb-a9e1-e37d71b13056"" target=""_blank"">https://www.iafd.com/person.rme/id=389861de-ed76-40eb-a9e1-e37d71b13056</a>",2
1923,Mone Divine,"<a href=""https://www.iafd.com/person.rme/id=b7952145-f197-4d04-868b-f6f619cac982"" target=""_blank"">https://www.iafd.com/person.rme/id=b7952145-f197-4d04-868b-f6f619cac982</a>",286
1924,Monica,"<a href=""https://www.iafd.com/person.rme/id=14f77eac-b330-4246-8070-e6214fb0b26d"" target=""_blank"">https://www.iafd.com/person.rme/id=14f77eac-b330-4246-8070-e6214fb0b26d</a>",1
1925,Morgan Paige,"<a href=""https://www.iafd.com/person.rme/id=4b519fe0-1910-4027-bad1-382af07e1bce"" target=""_blank"">https://www.iafd.com/person.rme/id=4b519fe0-1910-4027-bad1-382af07e1bce</a>",1
1926,Mrs. T,"<a href=""https://www.iafd.com/person.rme/id=7a9fadda-f959-460a-8866-3d59a6a6e126"" target=""_blank"">https://www.iafd.com/person.rme/id=7a9fadda-f959-460a-8866-3d59a6a6e126</a>",1
1927,Ms Marshae,"<a href=""https://www.iafd.com/person.rme/id=abf80883-fc42-40e4-abea-0977be9f7c67"" target=""_blank"">https://www.iafd.com/person.rme/id=abf80883-fc42-40e4-abea-0977be9f7c67</a>",1
1928,Ms. Juicy,"<a href=""https://www.iafd.com/person.rme/id=f5ba22e0-ef31-4f7a-93a2-2f5143862ddf"" target=""_blank"">https://www.iafd.com/person.rme/id=f5ba22e0-ef31-4f7a-93a2-2f5143862ddf</a>",61
1929,Ms. Platinum,"<a href=""https://www.iafd.com/person.rme/id=2ffea448-a53c-4852-88a5-da86d8ccbf1a"" target=""_blank"">https://www.iafd.com/person.rme/id=2ffea448-a53c-4852-88a5-da86d8ccbf1a</a>",105
1930,Mya Hillcrest,"<a href=""https://www.iafd.com/person.rme/id=3ad105d2-a10d-487d-aa39-12677686278c"" target=""_blank"">https://www.iafd.com/person.rme/id=3ad105d2-a10d-487d-aa39-12677686278c</a>",1
1931,Mya Lushes,"<a href=""https://www.iafd.com/person.rme/id=0fa6c08e-b98f-4a1b-ac46-518709519ea5"" target=""_blank"">https://www.iafd.com/person.rme/id=0fa6c08e-b98f-4a1b-ac46-518709519ea5</a>",30
1932,Mya Mays,"<a href=""https://www.iafd.com/person.rme/id=813d774e-1908-4168-b379-8c9648b43020"" target=""_blank"">https://www.iafd.com/person.rme/id=813d774e-1908-4168-b379-8c9648b43020</a>",91
1933,Mya Mays,"<a href=""https://www.iafd.com/person.rme/id=813d774e-1908-4168-b379-8c9648b43020"" target=""_blank"">https://www.iafd.com/person.rme/id=813d774e-1908-4168-b379-8c9648b43020</a>",91
1934,Mystique,"<a href=""https://www.iafd.com/person.rme/id=9cedb414-8f17-43ed-b4ea-067460e58019"" target=""_blank"">https://www.iafd.com/person.rme/id=9cedb414-8f17-43ed-b4ea-067460e58019</a>",2
1935,Mystique,"<a href=""https://www.iafd.com/person.rme/id=9cedb414-8f17-43ed-b4ea-067460e58019"" target=""_blank"">https://www.iafd.com/person.rme/id=9cedb414-8f17-43ed-b4ea-067460e58019</a>",2
1936,Mystique Amor,"<a href=""https://www.iafd.com/person.rme/id=de560efa-84cc-49a6-94b4-9427a55f8ba9"" target=""_blank"">https://www.iafd.com/person.rme/id=de560efa-84cc-49a6-94b4-9427a55f8ba9</a>",1
1937,Nadia Nasty,"<a href=""https://www.iafd.com/person.rme/id=be10d2e9-2bb6-4071-9425-59bb13675871"" target=""_blank"">https://www.iafd.com/person.rme/id=be10d2e9-2bb6-4071-9425-59bb13675871</a>",6
1938,Nala Queen,"<a href=""https://www.iafd.com/person.rme/id=38616534-540e-4427-bbb5-ccda756eec22"" target=""_blank"">https://www.iafd.com/person.rme/id=38616534-540e-4427-bbb5-ccda756eec22</a>",2
1939,Naomi Gamble,"<a href=""https://www.iafd.com/person.rme/id=43d9742b-30de-49c9-9651-6da4abbaeaf9"" target=""_blank"">https://www.iafd.com/person.rme/id=43d9742b-30de-49c9-9651-6da4abbaeaf9</a>",9
1940,Naomi Jhe'ne,"<a href=""https://www.iafd.com/person.rme/id=501c0c08-3309-438d-abf9-08f13f141c6e"" target=""_blank"">https://www.iafd.com/person.rme/id=501c0c08-3309-438d-abf9-08f13f141c6e</a>",1
1941,Nettie,"<a href=""https://www.iafd.com/person.rme/id=50728a42-4eee-4895-8121-e808a1e500fd"" target=""_blank"">https://www.iafd.com/person.rme/id=50728a42-4eee-4895-8121-e808a1e500fd</a>",1
1942,Nia,"<a href=""https://www.iafd.com/person.rme/id=8a008fe8-b381-4b08-bbb9-bce1c389816d"" target=""_blank"">https://www.iafd.com/person.rme/id=8a008fe8-b381-4b08-bbb9-bce1c389816d</a>",1
1943,Nicholle,"<a href=""https://www.iafd.com/person.rme/id=29313c86-9465-4e96-98fc-79016ba42edc"" target=""_blank"">https://www.iafd.com/person.rme/id=29313c86-9465-4e96-98fc-79016ba42edc</a>",1
1944,Nicki B,"<a href=""https://www.iafd.com/person.rme/id=b1c23a56-62d9-418a-94d3-7610feeeecd3"" target=""_blank"">https://www.iafd.com/person.rme/id=b1c23a56-62d9-418a-94d3-7610feeeecd3</a>",3
1945,Nicki B,"<a href=""https://www.iafd.com/person.rme/id=b1c23a56-62d9-418a-94d3-7610feeeecd3"" target=""_blank"">https://www.iafd.com/person.rme/id=b1c23a56-62d9-418a-94d3-7610feeeecd3</a>",3
1946,Nicki B,"<a href=""https://www.iafd.com/person.rme/id=b1c23a56-62d9-418a-94d3-7610feeeecd3"" target=""_blank"">https://www.iafd.com/person.rme/id=b1c23a56-62d9-418a-94d3-7610feeeecd3</a>",3
1947,Nicole Garner,"<a href=""https://www.iafd.com/person.rme/id=a26fdfcc-c5c6-4d9e-9dce-74c88fafa851"" target=""_blank"">https://www.iafd.com/person.rme/id=a26fdfcc-c5c6-4d9e-9dce-74c88fafa851</a>",1
1948,Nina Moore,"<a href=""https://www.iafd.com/person.rme/id=fec98818-468d-4589-8b57-726d47e8b205"" target=""_blank"">https://www.iafd.com/person.rme/id=fec98818-468d-4589-8b57-726d47e8b205</a>",1
1949,Nina Sunshine,"<a href=""https://www.iafd.com/person.rme/id=29485ab2-fae1-4d0e-8f4a-f258dfb813f3"" target=""_blank"">https://www.iafd.com/person.rme/id=29485ab2-fae1-4d0e-8f4a-f258dfb813f3</a>",14
1950,Olivia,"<a href=""https://www.iafd.com/person.rme/id=54be32ce-9b45-46ef-9768-f8cb8f9bf7fb"" target=""_blank"">https://www.iafd.com/person.rme/id=54be32ce-9b45-46ef-9768-f8cb8f9bf7fb</a>",2
1951,Olivia Rain,"<a href=""https://www.iafd.com/person.rme/id=3912896e-11dc-4ef2-a0f6-fd5a59f19bb4"" target=""_blank"">https://www.iafd.com/person.rme/id=3912896e-11dc-4ef2-a0f6-fd5a59f19bb4</a>",3
1952,Olivia Rain,"<a href=""https://www.iafd.com/person.rme/id=3912896e-11dc-4ef2-a0f6-fd5a59f19bb4"" target=""_blank"">https://www.iafd.com/person.rme/id=3912896e-11dc-4ef2-a0f6-fd5a59f19bb4</a>",3
1953,Oreanna,"<a href=""https://www.iafd.com/person.rme/id=6891e975-aa28-43b4-a611-f0b606159cd7"" target=""_blank"">https://www.iafd.com/person.rme/id=6891e975-aa28-43b4-a611-f0b606159cd7</a>",1
1954,Paisley Puddlez,"<a href=""https://www.iafd.com/person.rme/id=1334cdba-7452-46ee-ad24-7db3541e842c"" target=""_blank"">https://www.iafd.com/person.rme/id=1334cdba-7452-46ee-ad24-7db3541e842c</a>",1
1955,Paradise,"<a href=""https://www.iafd.com/person.rme/id=23fb4515-a582-43a2-868b-0dd6116787a6"" target=""_blank"">https://www.iafd.com/person.rme/id=23fb4515-a582-43a2-868b-0dd6116787a6</a>",1
1956,Passion Delight,"<a href=""https://www.iafd.com/person.rme/id=733852aa-a5fa-4107-931a-e0dbf7ea8f0f"" target=""_blank"">https://www.iafd.com/person.rme/id=733852aa-a5fa-4107-931a-e0dbf7ea8f0f</a>",1
1957,Passion Rose,"<a href=""https://www.iafd.com/person.rme/id=feadf84d-6f60-4399-9bdc-d03d2c903b2b"" target=""_blank"">https://www.iafd.com/person.rme/id=feadf84d-6f60-4399-9bdc-d03d2c903b2b</a>",1
1958,Penelope,"<a href=""https://www.iafd.com/person.rme/id=6fb0c7cb-86f7-4a47-b15b-be6370912433"" target=""_blank"">https://www.iafd.com/person.rme/id=6fb0c7cb-86f7-4a47-b15b-be6370912433</a>",2
1959,Penelope,"<a href=""https://www.iafd.com/person.rme/id=6fb0c7cb-86f7-4a47-b15b-be6370912433"" target=""_blank"">https://www.iafd.com/person.rme/id=6fb0c7cb-86f7-4a47-b15b-be6370912433</a>",2
1960,Pepper,"<a href=""https://www.iafd.com/person.rme/id=3a7dee59-a4b6-4b5f-be47-c044dc9e2436"" target=""_blank"">https://www.iafd.com/person.rme/id=3a7dee59-a4b6-4b5f-be47-c044dc9e2436</a>",1
1961,Persia London,"<a href=""https://www.iafd.com/person.rme/id=c400cef9-ce6a-4f85-8743-c2bef0727de9"" target=""_blank"">https://www.iafd.com/person.rme/id=c400cef9-ce6a-4f85-8743-c2bef0727de9</a>",12
1962,Phat Cheeks,"<a href=""https://www.iafd.com/person.rme/id=91e4779c-b63e-4a1a-8280-41c0467378a3"" target=""_blank"">https://www.iafd.com/person.rme/id=91e4779c-b63e-4a1a-8280-41c0467378a3</a>",8
1963,Phat Cheeks,"<a href=""https://www.iafd.com/person.rme/id=91e4779c-b63e-4a1a-8280-41c0467378a3"" target=""_blank"">https://www.iafd.com/person.rme/id=91e4779c-b63e-4a1a-8280-41c0467378a3</a>",8
1964,Phoenixxx Phire,"<a href=""https://www.iafd.com/person.rme/id=81feae90-9a95-45c7-9b2d-bc4bf37f6e6c"" target=""_blank"">https://www.iafd.com/person.rme/id=81feae90-9a95-45c7-9b2d-bc4bf37f6e6c</a>",8
1965,Pixie Minx,"<a href=""https://www.iafd.com/person.rme/id=9f7c828f-6675-43ff-b9fd-aedcc695595f"" target=""_blank"">https://www.iafd.com/person.rme/id=9f7c828f-6675-43ff-b9fd-aedcc695595f</a>",10
1966,Poison,"<a href=""https://www.iafd.com/person.rme/id=f1d09588-f078-4239-809d-bcc6e81820e9"" target=""_blank"">https://www.iafd.com/person.rme/id=f1d09588-f078-4239-809d-bcc6e81820e9</a>",1
1967,Sadikshya,"<a href=""https://www.iafd.com/person.rme/id=ee72f32a-bf14-4058-8127-2a9aca1ff81e"" target=""_blank"">https://www.iafd.com/person.rme/id=ee72f32a-bf14-4058-8127-2a9aca1ff81e</a>",2
1968,Poppy Loren,"<a href=""https://www.iafd.com/person.rme/id=5d865a44-830d-4ed3-a169-21913410fb47"" target=""_blank"">https://www.iafd.com/person.rme/id=5d865a44-830d-4ed3-a169-21913410fb47</a>",1
1969,Porsha Star,"<a href=""https://www.iafd.com/person.rme/id=978ffc46-689c-4262-83d4-0e30c3d5ca5e"" target=""_blank"">https://www.iafd.com/person.rme/id=978ffc46-689c-4262-83d4-0e30c3d5ca5e</a>",2
1970,Portia Ravani,"<a href=""https://www.iafd.com/person.rme/id=d28343b9-39f5-410a-bf58-13106de7f7b9"" target=""_blank"">https://www.iafd.com/person.rme/id=d28343b9-39f5-410a-bf58-13106de7f7b9</a>",4
1971,Portia Ravani,"<a href=""https://www.iafd.com/person.rme/id=d28343b9-39f5-410a-bf58-13106de7f7b9"" target=""_blank"">https://www.iafd.com/person.rme/id=d28343b9-39f5-410a-bf58-13106de7f7b9</a>",4
1972,Portia Ravani,"<a href=""https://www.iafd.com/person.rme/id=d28343b9-39f5-410a-bf58-13106de7f7b9"" target=""_blank"">https://www.iafd.com/person.rme/id=d28343b9-39f5-410a-bf58-13106de7f7b9</a>",4
1973,Precious,"<a href=""https://www.iafd.com/person.rme/id=1d513918-681f-47c1-811c-4d070c7a62bf"" target=""_blank"">https://www.iafd.com/person.rme/id=1d513918-681f-47c1-811c-4d070c7a62bf</a>",1
1974,Princess,"<a href=""https://www.iafd.com/person.rme/id=9e5d993e-2d2c-4e74-bd8f-b4a7abbc0c30"" target=""_blank"">https://www.iafd.com/person.rme/id=9e5d993e-2d2c-4e74-bd8f-b4a7abbc0c30</a>",1
1975,Queen,"<a href=""https://www.iafd.com/person.rme/id=fdf3637c-d786-41cd-b032-7dd774639e60"" target=""_blank"">https://www.iafd.com/person.rme/id=fdf3637c-d786-41cd-b032-7dd774639e60</a>",1
1976,Raina,"<a href=""https://www.iafd.com/person.rme/id=ee72d121-d47d-4abe-b7eb-1e8afea95817"" target=""_blank"">https://www.iafd.com/person.rme/id=ee72d121-d47d-4abe-b7eb-1e8afea95817</a>",1
1977,Raquel Foxy,"<a href=""https://www.iafd.com/person.rme/id=4dc66b41-98df-468f-a3d7-38b31562e9bd"" target=""_blank"">https://www.iafd.com/person.rme/id=4dc66b41-98df-468f-a3d7-38b31562e9bd</a>",1
1978,Raven Kisses,"<a href=""https://www.iafd.com/person.rme/id=e2f9786c-eb7e-4ba9-bcb7-6319dfc8bc3a"" target=""_blank"">https://www.iafd.com/person.rme/id=e2f9786c-eb7e-4ba9-bcb7-6319dfc8bc3a</a>",2
1979,Raven White,"<a href=""https://www.iafd.com/person.rme/id=76129e4f-4654-4d97-9a96-ddb98d4f5da7"" target=""_blank"">https://www.iafd.com/person.rme/id=76129e4f-4654-4d97-9a96-ddb98d4f5da7</a>",1
1980,Reeka B,"<a href=""https://www.iafd.com/person.rme/id=ccdffb27-a03c-49bd-8ef3-2df81595b88c"" target=""_blank"">https://www.iafd.com/person.rme/id=ccdffb27-a03c-49bd-8ef3-2df81595b88c</a>",1
1981,Remy Blaze,"<a href=""https://www.iafd.com/person.rme/id=f3e0f294-f157-4059-99e3-6f976a3a52c5"" target=""_blank"">https://www.iafd.com/person.rme/id=f3e0f294-f157-4059-99e3-6f976a3a52c5</a>",6
1982,Big Red,"<a href=""https://www.iafd.com/person.rme/id=e1bd21c0-fea5-44dc-948f-c6f0969df4e4"" target=""_blank"">https://www.iafd.com/person.rme/id=e1bd21c0-fea5-44dc-948f-c6f0969df4e4</a>",121
1983,Duke Skywalker,"<a href=""https://www.iafd.com/person.rme/id=ff1c172a-9beb-448e-863e-9725ada74b73"" target=""_blank"">https://www.iafd.com/person.rme/id=ff1c172a-9beb-448e-863e-9725ada74b73</a>",172
1984,Pauly Harker,"<a href=""https://www.iafd.com/person.rme/id=058126e5-fb5e-4953-ade7-956be497352b"" target=""_blank"">https://www.iafd.com/person.rme/id=058126e5-fb5e-4953-ade7-956be497352b</a>",391
1985,Renee,"<a href=""https://www.iafd.com/person.rme/id=c98e7ac0-eef7-4883-bf0e-93ca1c874530"" target=""_blank"">https://www.iafd.com/person.rme/id=c98e7ac0-eef7-4883-bf0e-93ca1c874530</a>",1
1986,Reniya,"<a href=""https://www.iafd.com/person.rme/id=8adedcee-ae8b-46df-95f4-8109c195e42f"" target=""_blank"">https://www.iafd.com/person.rme/id=8adedcee-ae8b-46df-95f4-8109c195e42f</a>",4
1987,Rhonda,"<a href=""https://www.iafd.com/person.rme/id=5fac25f7-7960-41b5-aa8b-2d8451bba0c9"" target=""_blank"">https://www.iafd.com/person.rme/id=5fac25f7-7960-41b5-aa8b-2d8451bba0c9</a>",1
